Timestamp,IMU_Packages_per_sec,Odom_Packages_per_sec,Send_Packages_per_sec,Yaw_Angle,Left_Velocity_mps,Right_Velocity_mps,qx,qy,qz,qw,x,y,quaternion_yaw,Left_Velocity_LOS,Right_Velocity_LOS
2026-03-28 18:50:18.210,0,199,199,0.00,0.0000,0.0026,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
2026-03-28 18:50:28.209,0,200,200,0.00,-0.0104,0.0026,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
2026-03-28 18:50:38.208,0,200,200,0.00,-0.0026,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
2026-03-28 18:50:48.208,0,200,200,0.00,0.0000,-0.0079,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
2026-03-28 18:50:58.208,0,200,200,0.00,-0.0026,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
2026-03-28 18:51:08.208,0,200,200,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
2026-03-28 18:51:18.209,0,200,200,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
2026-03-28 18:51:28.208,0,200,200,0.00,0.0000,0.0026,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
2026-03-28 18:51:38.208,0,200,200,0.00,-0.0026,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
2026-03-28 18:51:48.210,0,200,200,0.00,-0.0052,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
2026-03-28 18:51:58.209,0,200,200,0.00,0.0026,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
2026-03-28 18:52:08.210,0,200,200,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
2026-03-28 18:52:18.209,0,200,200,0.00,-0.0026,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
2026-03-28 18:52:28.208,0,198,200,0.00,-13.4093,13.9094,0.0000,0.0000,0.0000,0.0000,1.8223,0.0054,0.0000,-0.7001,0.7147
2026-03-28 18:52:38.209,0,198,200,0.00,-14.0586,14.6372,0.0000,0.0000,0.0000,0.0000,8.3133,2.6961,0.0000,-0.7065,0.7381
2026-03-28 18:52:48.208,0,200,200,0.00,-6.6261,6.5685,0.0000,0.0000,0.0000,0.0000,6.5666,4.7474,0.0000,-0.3312,0.3179
2026-03-28 18:52:58.209,0,199,200,0.00,-10.0845,9.8043,0.0000,0.0000,0.0000,0.0000,5.7280,7.3026,0.0000,-0.0000,0.0000
2026-03-28 18:53:08.210,0,200,200,0.00,-0.0026,0.0026,0.0000,0.0000,0.0000,0.0000,5.8011,7.4726,0.0000,-0.0000,0.0000
2026-03-28 18:53:18.208,0,200,200,0.00,0.0026,0.0000,0.0000,0.0000,0.0000,0.0000,5.8011,7.4726,0.0000,-0.0000,0.0000
2026-03-28 18:53:28.208,0,199,200,0.00,3.7306,0.0000,0.0000,0.0000,0.0000,0.0000,5.7699,7.4182,0.0000,-0.0000,0.0000
2026-03-28 18:53:38.208,0,197,200,0.00,-11.3542,11.3228,0.0000,0.0000,0.0000,0.0000,2.7919,6.5773,0.0000,-0.0000,0.0000
2026-03-28 18:53:48.210,0,200,200,0.00,-1.2566,11.2233,0.0000,0.0000,0.0000,0.0000,-1.0218,8.4160,0.0000,-0.0000,0.0000
2026-03-28 18:53:58.210,0,200,200,0.00,0.0000,0.0026,0.0000,0.0000,0.0000,0.0000,-1.3063,8.4424,0.0000,-0.0000,0.0000
2026-03-28 18:54:08.208,0,199,200,0.00,-11.3673,11.6370,0.0000,0.0000,0.0000,0.0000,-3.8109,7.6761,0.0000,-0.0000,0.0000
2026-03-28 18:54:18.208,0,199,200,0.00,-10.1656,11.5506,0.0000,0.0000,0.0000,0.0000,-7.7956,4.0485,0.0000,-0.0000,0.0000
2026-03-28 18:54:28.208,0,198,200,0.00,-11.2443,5.5475,0.0000,0.0000,0.0000,0.0000,-9.6354,-1.0782,0.0000,-0.0000,0.0000
2026-03-28 18:54:38.208,0,200,200,0.00,-0.0026,0.0000,0.0000,0.0000,0.0000,0.0000,-9.9311,-1.2823,0.0000,-0.0000,0.0000
2026-03-28 18:54:48.208,0,200,200,0.00,0.0000,0.0026,0.0000,0.0000,0.0000,0.0000,-9.9311,-1.2823,0.0000,-0.0000,0.0000
2026-03-28 18:54:58.208,0,200,200,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.9311,-1.2823,0.0000,-0.0000,0.0000
2026-03-28 18:55:08.208,0,200,200,0.00,0.0000,-0.0026,0.0000,0.0000,0.0000,0.0000,-9.9311,-1.2823,0.0000,-0.0000,0.0000
2026-03-28 18:55:18.208,0,200,200,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.9311,-1.2823,0.0000,-0.0000,0.0000
