Timestamp,IMU_Packages_per_sec,Odom_Packages_per_sec,Send_Packages_per_sec,Yaw_Angle,Left_Velocity_mps,Right_Velocity_mps,qx,qy,qz,qw,x,y,quaternion_yaw
2026-02-05 15:10:58.077,0,397,399,0.00,-0.0026,0.0026,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-02-05 15:11:08.077,0,400,400,0.00,0.0026,0.0026,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-02-05 15:11:18.077,0,380,400,0.00,-2.8457,2.8169,0.0000,0.0000,0.0000,0.0000,0.0491,0.0001,0.0000
2026-02-05 15:11:28.078,0,199,400,0.00,-5.8643,5.6549,0.0000,0.0000,0.0000,0.0000,3.3061,-0.0058,0.0000
2026-02-05 15:11:38.078,0,200,400,0.00,-5.9821,5.8277,0.0000,0.0000,0.0000,0.0000,6.3042,0.0700,0.0000
2026-02-05 15:11:48.076,0,197,400,0.00,-5.9140,6.1627,0.0000,0.0000,0.0000,0.0000,9.2842,0.3789,0.0000
2026-02-05 15:11:58.076,0,388,400,0.00,0.0000,-0.0026,0.0000,0.0000,0.0000,0.0000,9.4287,0.3985,0.0000
2026-02-05 15:12:08.077,0,393,400,0.00,0.0000,0.0052,0.0000,0.0000,0.0000,0.0000,9.1016,0.3695,0.0000
2026-02-05 15:12:18.076,0,380,400,0.00,6.5449,-6.9691,0.0000,0.0000,0.0000,0.0000,6.8215,0.0775,0.0000
2026-02-05 15:12:28.078,0,388,400,0.00,7.0633,-6.9351,0.0000,0.0000,0.0000,0.0000,3.4829,0.2552,0.0000
2026-02-05 15:12:38.076,0,397,400,0.00,6.6523,-6.7256,0.0000,0.0000,0.0000,0.0000,0.0511,0.4334,0.0000
