Timestamp,IMU_Packages_per_sec,Odom_Packages_per_sec,Send_Packages_per_sec,Yaw_Angle,Left_Velocity_mps,Right_Velocity_mps,qx,qy,qz,qw,x,y,quaternion_yaw
2026-03-25 19:27:01.045,0,198,199,0.00,-0.0052,-0.0026,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-03-25 19:27:11.046,0,200,200,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-03-25 19:27:21.045,0,200,200,0.00,-0.0026,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-03-25 19:27:31.044,0,200,200,0.00,-0.0026,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-03-25 19:27:41.044,0,199,200,0.00,-0.1282,1.2959,0.0000,0.0000,0.0000,0.0000,0.0205,0.0002,0.0000
2026-03-25 19:27:51.044,0,200,200,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0107,0.0006,0.0000
2026-03-25 19:28:01.044,0,200,200,0.00,0.0052,0.0026,0.0000,0.0000,0.0000,0.0000,0.0107,0.0006,0.0000
2026-03-25 19:28:11.045,0,200,200,0.00,-0.0026,0.0026,0.0000,0.0000,0.0000,0.0000,0.0107,0.0006,0.0000
2026-03-25 19:28:21.044,0,200,200,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0107,0.0006,0.0000
2026-03-25 19:28:31.044,0,200,200,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0107,0.0006,0.0000
2026-03-25 19:28:41.046,0,200,200,0.00,0.0000,0.0052,0.0000,0.0000,0.0000,0.0000,0.0107,0.0006,0.0000
2026-03-25 19:28:51.044,0,200,200,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0107,0.0006,0.0000
2026-03-25 19:29:01.044,0,200,200,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0107,0.0006,0.0000
2026-03-25 19:29:11.045,0,200,200,0.00,0.0026,0.0000,0.0000,0.0000,0.0000,0.0000,0.0107,0.0006,0.0000
2026-03-25 19:29:21.045,0,200,200,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0137,0.0006,0.0000
2026-03-25 19:29:31.044,0,200,200,0.00,-0.0026,0.0000,0.0000,0.0000,0.0000,0.0000,0.0137,0.0006,0.0000
2026-03-25 19:29:41.045,0,200,200,0.00,-0.0026,-0.0052,0.0000,0.0000,0.0000,0.0000,0.0137,0.0006,0.0000
2026-03-25 19:29:51.044,0,200,200,0.00,0.0000,-0.0026,0.0000,0.0000,0.0000,0.0000,0.0137,0.0006,0.0000
2026-03-25 19:30:01.044,0,200,200,0.00,0.0026,-0.0052,0.0000,0.0000,0.0000,0.0000,0.0137,0.0006,0.0000
2026-03-25 19:30:11.046,0,200,200,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0137,0.0006,0.0000
2026-03-25 19:30:21.044,0,199,200,0.00,-3.4872,6.7334,0.0000,0.0000,0.0000,0.0000,1.5512,-0.2705,0.0000
2026-03-25 19:30:31.044,0,200,200,0.00,-7.0764,6.6942,0.0000,0.0000,0.0000,0.0000,1.0397,2.8107,0.0000
2026-03-25 19:30:41.044,0,199,200,0.00,-0.0052,-0.0026,0.0000,0.0000,0.0000,0.0000,-0.7379,5.8934,0.0000
2026-03-25 19:30:51.044,0,200,200,0.00,-0.0052,0.0026,0.0000,0.0000,0.0000,0.0000,-0.7379,5.8934,0.0000
2026-03-25 19:31:01.044,0,200,200,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.7135,5.8714,0.0000
2026-03-25 19:31:11.044,0,200,200,0.00,0.0026,-0.0026,0.0000,0.0000,0.0000,0.0000,-0.7135,5.8714,0.0000
2026-03-25 19:31:21.044,0,200,200,0.00,0.0000,-0.0026,0.0000,0.0000,0.0000,0.0000,-0.7135,5.8714,0.0000
2026-03-25 19:31:31.044,0,200,200,0.00,-0.0026,-0.0079,0.0000,0.0000,0.0000,0.0000,-0.7135,5.8714,0.0000
2026-03-25 19:31:41.044,0,200,200,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.7135,5.8714,0.0000
2026-03-25 19:31:51.044,0,200,200,0.00,-4.5108,7.4848,0.0000,0.0000,0.0000,0.0000,-1.2981,6.0287,0.0000
2026-03-25 19:32:01.044,0,198,200,0.00,-6.1130,5.7256,0.0000,0.0000,0.0000,0.0000,-4.6461,4.0377,0.0000
2026-03-25 19:32:11.045,0,200,200,0.00,0.0000,0.0026,0.0000,0.0000,0.0000,0.0000,-4.9704,3.8840,0.0000
2026-03-25 19:32:21.044,0,199,200,0.00,0.0000,0.0026,0.0000,0.0000,0.0000,0.0000,-4.9787,3.8780,0.0000
2026-03-25 19:32:31.046,0,199,200,0.00,-6.9926,7.3225,0.0000,0.0000,0.0000,0.0000,-4.5128,3.0103,0.0000
2026-03-25 19:32:41.045,0,200,200,0.00,-9.0321,8.9326,0.0000,0.0000,0.0000,0.0000,-3.5192,2.5163,0.0000
2026-03-25 19:32:51.044,0,199,200,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-2.5287,2.8801,0.0000
2026-03-25 19:33:01.044,0,200,200,0.00,0.0052,0.0000,0.0000,0.0000,0.0000,0.0000,-2.5287,2.8801,0.0000
2026-03-25 19:33:11.044,0,200,200,0.00,0.0026,0.0000,0.0000,0.0000,0.0000,0.0000,-2.5287,2.8801,0.0000
2026-03-25 19:33:21.044,0,200,200,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-2.5287,2.8801,0.0000
2026-03-25 19:33:31.046,0,200,200,0.00,-8.9535,9.1132,0.0000,0.0000,0.0000,0.0000,0.7723,4.1641,0.0000
2026-03-25 19:33:41.045,0,199,200,0.00,-0.0026,-0.0026,0.0000,0.0000,0.0000,0.0000,1.7326,4.5321,0.0000
2026-03-25 19:33:51.044,0,200,200,0.00,-0.0026,-0.0026,0.0000,0.0000,0.0000,0.0000,1.7326,4.5321,0.0000
2026-03-25 19:34:01.044,0,200,200,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.7326,4.5321,0.0000
2026-03-25 19:34:11.044,0,200,200,0.00,0.0000,-0.0026,0.0000,0.0000,0.0000,0.0000,1.7326,4.5321,0.0000
2026-03-25 19:34:21.044,0,200,200,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.7326,4.5321,0.0000
2026-03-25 19:34:31.044,0,200,200,0.00,-0.0026,-0.0026,0.0000,0.0000,0.0000,0.0000,1.7326,4.5321,0.0000
2026-03-25 19:34:41.045,0,200,200,0.00,-0.0079,0.0052,0.0000,0.0000,0.0000,0.0000,1.7326,4.5321,0.0000
2026-03-25 19:34:51.046,0,200,200,0.00,-0.0026,0.0000,0.0000,0.0000,0.0000,0.0000,1.7326,4.5321,0.0000
2026-03-25 19:35:01.045,0,200,200,0.00,-0.0026,0.0000,0.0000,0.0000,0.0000,0.0000,1.7326,4.5321,0.0000
2026-03-25 19:35:11.047,0,200,200,0.00,0.0000,-0.0026,0.0000,0.0000,0.0000,0.0000,1.7326,4.5321,0.0000
2026-03-25 19:35:21.044,0,200,200,0.00,-0.0026,0.0000,0.0000,0.0000,0.0000,0.0000,1.7326,4.5321,0.0000
2026-03-25 19:35:31.045,0,200,200,0.00,0.0000,-0.0026,0.0000,0.0000,0.0000,0.0000,1.7326,4.5321,0.0000
