Timestamp,IMU_Packages_per_sec,Odom_Packages_per_sec,Send_Packages_per_sec,Yaw_Angle,Left_Velocity_mps,Right_Velocity_mps,qx,qy,qz,qw,x,y,quaternion_yaw
2026-02-05 15:16:37.412,0,397,399,0.00,0.0026,-0.0052,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-02-05 15:16:47.411,0,400,400,0.00,0.0026,0.0026,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-02-05 15:16:57.411,0,400,400,0.00,0.0000,0.0026,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-02-05 15:17:07.411,0,383,400,0.00,0.0000,-0.0104,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-02-05 15:17:17.411,0,199,400,0.00,-6.0999,6.1340,0.0000,0.0000,0.0000,0.0000,2.9261,0.0146,0.0000
2026-02-05 15:17:27.411,0,200,400,0.00,-6.0894,5.8774,0.0000,0.0000,0.0000,0.0000,5.9226,0.0482,0.0000
2026-02-05 15:17:37.411,0,198,400,0.00,-6.0449,5.8198,0.0000,0.0000,0.0000,0.0000,8.9191,-0.1008,0.0000
2026-02-05 15:17:47.411,0,386,400,0.00,0.0000,-0.0026,0.0000,0.0000,0.0000,0.0000,7.5183,0.2272,0.0000
2026-02-05 15:17:57.411,0,400,400,0.00,0.0000,-0.0052,0.0000,0.0000,0.0000,0.0000,7.5183,0.2272,0.0000
2026-02-05 15:18:07.412,0,398,400,0.00,-0.0026,-0.0026,0.0000,0.0000,0.0000,0.0000,7.5183,0.2272,0.0000
2026-02-05 15:18:17.413,0,398,400,0.00,-0.0026,0.0000,0.0000,0.0000,0.0000,0.0000,7.5183,0.2272,0.0000
2026-02-05 15:18:27.411,0,397,400,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.5183,0.2272,0.0000
2026-02-05 15:18:37.411,0,399,400,0.00,-0.0052,0.0000,0.0000,0.0000,0.0000,0.0000,7.5183,0.2272,0.0000
2026-02-05 15:18:47.411,0,399,400,0.00,-0.0026,0.0000,0.0000,0.0000,0.0000,0.0000,7.5183,0.2272,0.0000
2026-02-05 15:18:57.411,0,400,400,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.5183,0.2272,0.0000
2026-02-05 15:19:07.411,0,399,400,0.00,-0.0026,0.0000,0.0000,0.0000,0.0000,0.0000,7.5183,0.2272,0.0000
2026-02-05 15:19:17.411,0,400,400,0.00,0.0000,-0.0079,0.0000,0.0000,0.0000,0.0000,7.5183,0.2272,0.0000
2026-02-05 15:19:27.412,0,400,400,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.5183,0.2272,0.0000
2026-02-05 15:19:37.412,0,264,400,0.00,-5.5239,6.1627,0.0000,0.0000,0.0000,0.0000,9.0974,0.0818,0.0000
2026-02-05 15:19:47.414,0,198,400,0.00,-6.2648,5.8983,0.0000,0.0000,0.0000,0.0000,12.0055,-0.4917,0.0000
2026-02-05 15:19:57.412,0,200,400,0.00,-6.0161,6.2884,0.0000,0.0000,0.0000,0.0000,14.4673,-1.7273,0.0000
2026-02-05 15:20:07.411,0,198,400,0.00,-6.5502,6.8303,0.0000,0.0000,0.0000,0.0000,17.5460,-0.8370,0.0000
2026-02-05 15:20:17.412,0,200,400,0.00,-5.9140,6.1392,0.0000,0.0000,0.0000,0.0000,20.3109,0.4031,0.0000
2026-02-05 15:20:27.411,0,198,400,0.00,-5.3747,6.6418,0.0000,0.0000,0.0000,0.0000,22.8556,1.8898,0.0000
2026-02-05 15:20:37.411,0,198,400,0.00,-5.4297,6.5764,0.0000,0.0000,0.0000,0.0000,23.9642,4.4719,0.0000
2026-02-05 15:20:47.411,0,200,400,0.00,-2.7384,8.7598,0.0000,0.0000,0.0000,0.0000,22.6273,7.1531,0.0000
