Timestamp,IMU_Packages_per_sec,Odom_Packages_per_sec,Send_Packages_per_sec,Yaw_Angle,Left_Velocity_mps,Right_Velocity_mps,qx,qy,qz,qw,x,y,quaternion_yaw
2026-01-29 11:05:26.770,0,397,399,0.00,-0.0026,0.0026,0.0127,0.0019,0.0000,0.9999,0.0000,0.0000,0.0000
2026-01-29 11:05:36.769,0,400,400,0.00,-0.0026,0.0052,0.0127,0.0019,0.0000,0.9999,0.0000,0.0000,0.0000
2026-01-29 11:05:46.769,0,400,400,0.00,-0.0026,0.0000,0.0127,0.0019,0.0000,0.9999,0.0000,0.0000,0.0000
2026-01-29 11:05:56.769,0,400,400,0.00,-0.0026,0.0000,0.0127,0.0019,0.0000,0.9999,0.0000,0.0000,0.0000
2026-01-29 11:06:06.769,0,400,400,0.00,0.0000,0.0000,0.0127,0.0019,0.0000,0.9999,0.0000,0.0000,0.0000
2026-01-29 11:06:16.769,0,400,400,0.00,-0.0026,-0.0026,0.0127,0.0019,0.0000,0.9999,0.0000,0.0000,0.0000
2026-01-29 11:06:26.769,0,400,400,0.00,0.0052,0.0052,0.0127,0.0019,0.0000,0.9999,0.0000,0.0000,0.0000
2026-01-29 11:06:36.770,0,400,400,0.00,-0.0026,-0.0026,0.0127,0.0019,0.0000,0.9999,0.0000,0.0000,0.0000
2026-01-29 11:06:46.769,0,399,400,0.00,0.0000,0.0000,0.0127,0.0019,0.0000,0.9999,0.0000,0.0000,0.0000
2026-01-29 11:06:56.769,0,400,400,0.00,0.0000,0.0026,0.0127,0.0019,0.0000,0.9999,0.0000,0.0000,0.0000
2026-01-29 11:07:06.770,0,400,400,0.00,0.0000,0.0000,0.0127,0.0019,0.0000,0.9999,0.0000,0.0000,0.0000
2026-01-29 11:07:16.770,0,399,400,0.00,0.0000,-0.0026,0.0127,0.0019,0.0000,0.9999,0.0000,0.0000,0.0000
2026-01-29 11:07:26.769,0,398,400,0.00,0.0000,0.0052,0.0127,0.0019,0.0000,0.9999,0.0000,0.0000,0.0000
2026-01-29 11:07:36.770,0,399,400,0.00,0.0052,0.0026,0.0127,0.0019,0.0000,0.9999,0.0000,0.0000,0.0000
2026-01-29 11:07:46.769,0,397,400,0.00,-0.0026,0.0000,0.0127,0.0019,0.0000,0.9999,0.0000,0.0000,0.0000
2026-01-29 11:07:56.770,0,397,400,0.00,5.6182,-0.0026,0.0134,0.0006,0.3460,0.9381,-0.1894,-0.0683,0.7066
2026-01-29 11:08:06.769,0,400,400,0.00,-0.0026,0.0000,-0.0084,0.0085,0.9984,-0.0556,0.0226,-0.5637,-3.0302
2026-01-29 11:08:16.770,0,400,400,0.00,0.0026,0.0000,-0.0084,0.0085,0.9984,-0.0556,0.0226,-0.5637,-3.0302
2026-01-29 11:08:26.769,0,370,400,0.00,3.6285,-3.1416,-0.0034,0.0098,0.8871,-0.4615,0.0938,-0.5420,-2.1822
2026-01-29 11:08:36.770,0,386,400,0.00,1.4399,-0.9241,0.0043,0.0106,0.9997,0.0229,-1.4028,-0.5738,3.0957
2026-01-29 11:08:46.770,0,395,400,0.00,0.0000,0.0000,-0.0119,0.0109,0.9994,0.0309,-0.7787,-0.6096,3.0799
2026-01-29 11:08:56.770,0,398,400,0.00,0.0026,0.0000,-0.0119,0.0109,0.9994,0.0309,-0.7787,-0.6096,3.0799
2026-01-29 11:09:06.770,0,394,400,0.00,0.4869,3.6180,0.0088,0.0128,0.9998,0.0106,-2.8640,-0.4050,3.1202
2026-01-29 11:09:16.771,0,392,400,0.00,6.3329,-6.7780,-0.0005,0.0125,0.8176,-0.5757,-3.3168,-1.3102,-1.9147
2026-01-29 11:09:26.769,0,391,400,0.00,-1.7881,2.5499,-0.0146,0.0173,-0.0037,-0.9997,-1.9150,-0.4526,0.0068
2026-01-29 11:09:36.771,0,389,400,0.00,-6.5869,6.3984,-0.0089,-0.0083,-0.1688,-0.9856,-0.3351,-0.3531,0.3393
2026-01-29 11:09:46.771,0,396,400,0.00,0.0000,-0.0026,-0.0111,0.0011,-0.2003,-0.9797,-0.1452,-0.2838,0.4032
2026-01-29 11:09:56.769,0,400,400,0.00,-0.0026,0.0000,-0.0111,0.0011,-0.2003,-0.9797,-0.1452,-0.2838,0.4032
2026-01-29 11:10:06.770,0,400,400,0.00,-0.0052,-0.0026,-0.0111,0.0011,-0.2003,-0.9797,-0.1452,-0.2838,0.4032
2026-01-29 11:10:16.771,0,400,400,0.00,0.0000,0.0026,-0.0111,0.0011,-0.2003,-0.9797,-0.1452,-0.2838,0.4032
2026-01-29 11:10:26.772,0,400,400,0.00,0.0000,0.0026,-0.0111,0.0011,-0.2003,-0.9797,-0.1452,-0.2838,0.4032
2026-01-29 11:10:36.770,0,400,400,0.00,0.0000,0.0000,-0.0111,0.0011,-0.2003,-0.9797,-0.1452,-0.2838,0.4032
