Timestamp,IMU_Packages_per_sec,Odom_Packages_per_sec,Send_Packages_per_sec,Yaw_Angle,Left_Velocity_mps,Right_Velocity_mps,qx,qy,qz,qw,x,y,quaternion_yaw,Left_Velocity_LOS,Right_Velocity_LOS
2026-03-30 15:06:29.827,0,199,199,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
2026-03-30 15:06:39.828,0,200,200,0.00,0.0026,-0.0026,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
2026-03-30 15:06:49.829,0,200,200,0.00,-0.0052,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
2026-03-30 15:06:59.828,0,200,200,0.00,0.0000,-0.0026,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
2026-03-30 15:07:09.828,0,200,200,0.00,0.0026,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
2026-03-30 15:07:19.828,0,200,200,0.00,-0.0026,0.0026,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
2026-03-30 15:07:29.828,0,200,200,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0001,-0.0000,0.0000,-0.0000,0.0000
2026-03-30 15:07:39.828,0,200,200,0.00,0.0000,-0.0052,0.0000,0.0000,0.0000,0.0000,-0.0003,-0.0000,0.0000,-0.0000,0.0000
2026-03-30 15:07:49.828,0,200,200,0.00,0.0026,-0.0026,0.0000,0.0000,0.0000,0.0000,-0.0003,-0.0000,0.0000,-0.0000,0.0000
2026-03-30 15:07:59.828,0,200,200,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0003,-0.0000,0.0000,-0.0000,0.0000
2026-03-30 15:08:09.828,0,200,200,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0003,-0.0000,0.0000,-0.0000,0.0000
2026-03-30 15:08:19.828,0,200,200,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0003,-0.0000,0.0000,-0.0000,0.0000
2026-03-30 15:08:29.828,0,200,200,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0003,-0.0000,0.0000,-0.0000,0.0000
2026-03-30 15:08:39.828,0,200,200,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0003,-0.0000,0.0000,-0.0000,0.0000
2026-03-30 15:08:49.827,0,200,200,0.00,0.0026,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0003,-0.0000,0.0000,-0.0000,0.0000
2026-03-30 15:08:59.828,0,200,200,0.00,0.0052,-0.0026,0.0000,0.0000,0.0000,0.0000,-0.0003,-0.0000,0.0000,-0.0000,0.0000
2026-03-30 15:09:09.828,0,200,200,0.00,0.0000,0.0026,0.0000,0.0000,0.0000,0.0000,-0.0003,-0.0000,0.0000,-0.0000,0.0000
2026-03-30 15:09:19.827,0,200,200,0.00,0.0000,-0.0026,0.0000,0.0000,0.0000,0.0000,-0.0003,-0.0000,0.0000,-0.0000,0.0000
2026-03-30 15:09:29.828,0,200,200,0.00,0.0000,0.0026,0.0000,0.0000,0.0000,0.0000,-0.0003,-0.0000,0.0000,-0.0000,0.0000
2026-03-30 15:09:39.828,0,200,200,0.00,-0.0026,0.0104,0.0000,0.0000,0.0000,0.0000,-0.0003,-0.0000,0.0000,-0.0000,0.0000
2026-03-30 15:09:49.828,0,200,200,0.00,0.0000,-7.2021,0.0000,0.0000,0.0000,0.0000,-0.1998,0.0254,0.0000,-0.0000,0.0000
2026-03-30 15:09:59.827,0,199,200,0.00,0.0000,0.0026,0.0000,0.0000,0.0000,0.0000,0.0423,-0.0068,0.0000,-0.0000,0.0000
2026-03-30 15:10:09.828,0,200,200,0.00,0.0000,-0.0026,0.0000,0.0000,0.0000,0.0000,0.0423,-0.0068,0.0000,-0.0000,0.0000
2026-03-30 15:10:19.828,0,200,200,0.00,-0.0026,0.0052,0.0000,0.0000,0.0000,0.0000,0.0423,-0.0068,0.0000,-0.0000,0.0000
2026-03-30 15:10:29.828,0,200,200,0.00,0.0000,-0.0026,0.0000,0.0000,0.0000,0.0000,0.0423,-0.0068,0.0000,-0.0000,0.0000
2026-03-30 15:10:39.828,0,200,200,0.00,0.0026,0.0000,0.0000,0.0000,0.0000,0.0000,0.0423,-0.0068,0.0000,-0.0000,0.0000
2026-03-30 15:10:49.828,0,200,200,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0423,-0.0068,0.0000,-0.0000,0.0000
2026-03-30 15:10:59.828,0,200,200,0.00,0.0000,-0.0026,0.0000,0.0000,0.0000,0.0000,0.0422,-0.0068,0.0000,-0.0000,0.0000
2026-03-30 15:11:09.828,0,200,200,0.00,0.0026,0.0000,0.0000,0.0000,0.0000,0.0000,0.0422,-0.0068,0.0000,-0.0000,0.0000
