Timestamp,IMU_Packages_per_sec,Odom_Packages_per_sec,Send_Packages_per_sec,Yaw_Angle,Left_Velocity_mps,Right_Velocity_mps,qx,qy,qz,qw,x,y,quaternion_yaw,Left_Velocity_LOS,Right_Velocity_LOS
2026-04-02 15:42:29.109,0,199,199,0.00,-0.0052,-0.0026,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
2026-04-02 15:42:39.110,0,200,200,0.00,-0.0026,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
2026-04-02 15:42:49.110,0,200,200,0.00,0.0000,-0.0079,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
2026-04-02 15:42:59.109,0,200,200,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
2026-04-02 15:43:09.111,0,200,200,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
2026-04-02 15:43:19.110,0,200,200,0.00,0.0026,-0.0026,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
2026-04-02 15:43:29.111,0,200,200,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
2026-04-02 15:43:39.110,0,200,200,0.00,-0.0026,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
2026-04-02 15:43:49.109,0,200,200,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
2026-04-02 15:43:59.111,0,200,200,0.00,0.0026,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
2026-04-02 15:44:09.110,0,200,200,0.00,0.0026,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
2026-04-02 15:44:19.109,0,200,200,0.00,0.0026,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
2026-04-02 15:44:29.110,0,200,200,0.00,-0.0026,-0.0052,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
2026-04-02 15:44:39.110,0,200,200,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
2026-04-02 15:44:49.109,0,200,200,0.00,0.0000,0.0026,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
2026-04-02 15:44:59.110,0,200,200,0.00,0.0026,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0720,0.5280
2026-04-02 15:45:09.109,0,200,200,0.00,0.0052,0.0000,0.0000,0.0000,0.0000,0.0000,0.0288,-0.0007,0.0000,-0.0720,0.5280
2026-04-02 15:45:19.111,0,200,200,0.00,0.0026,0.0000,0.0000,0.0000,0.0000,0.0000,0.0288,-0.0007,0.0000,-0.0720,0.5280
2026-04-02 15:45:29.109,0,200,200,0.00,0.0000,0.0052,0.0000,0.0000,0.0000,0.0000,0.0288,-0.0007,0.0000,-0.0720,0.5280
2026-04-02 15:45:39.109,0,200,200,0.00,-0.0026,0.0000,0.0000,0.0000,0.0000,0.0000,0.0288,-0.0007,0.0000,-0.0720,0.5280
2026-04-02 15:45:49.110,0,198,200,0.00,-1.4006,5.2412,0.0000,0.0000,0.0000,0.0000,0.1139,0.0005,0.0000,-0.0720,0.5280
2026-04-02 15:45:59.109,0,197,200,0.00,-7.2675,4.7883,0.0000,0.0000,0.0000,0.0000,-1.3733,1.9589,0.0000,-0.3571,0.2470
2026-04-02 15:46:09.109,0,199,200,0.00,-5.6941,6.3093,0.0000,0.0000,0.0000,0.0000,-0.9070,5.5045,0.0000,-0.2805,0.3195
2026-04-02 15:46:19.109,0,199,200,0.00,0.0000,-0.0079,0.0000,0.0000,0.0000,0.0000,-0.6900,5.8715,0.0000,-0.0000,0.0000
2026-04-02 15:46:29.109,0,199,200,0.00,-9.8777,9.0556,0.0000,0.0000,0.0000,0.0000,1.2233,5.2892,0.0000,-0.5235,0.4803
2026-04-02 15:46:39.109,0,199,200,0.00,-10.5453,1.4346,0.0000,0.0000,0.0000,0.0000,4.5121,2.1337,0.0000,-0.5279,0.0721
2026-04-02 15:46:49.109,0,199,200,0.00,0.0026,0.0000,0.0000,0.0000,0.0000,0.0000,4.1093,2.2098,0.0000,-0.5280,0.0720
2026-04-02 15:46:59.110,0,200,200,0.00,0.0026,-0.0026,0.0000,0.0000,0.0000,0.0000,4.1236,2.1937,0.0000,-0.5280,0.0720
2026-04-02 15:47:09.110,0,200,200,0.00,0.0000,-0.0052,0.0000,0.0000,0.0000,0.0000,4.1227,2.1948,0.0000,-0.5280,0.0720
2026-04-02 15:47:19.110,0,199,200,0.00,0.0680,-0.6885,0.0000,0.0000,0.0000,0.0000,4.2858,1.2933,0.0000,-0.5280,0.0720
2026-04-02 15:47:29.110,0,200,200,0.00,0.0026,0.0000,0.0000,0.0000,0.0000,0.0000,4.2828,1.2811,0.0000,-0.5280,0.0720
