Timestamp,IMU_Packages_per_sec,Odom_Packages_per_sec,Send_Packages_per_sec,Yaw_Angle,Left_Velocity_mps,Right_Velocity_mps,qx,qy,qz,qw,x,y,quaternion_yaw
2026-02-05 16:06:23.437,0,199,199,0.00,-0.0026,-0.0026,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-02-05 16:06:33.438,0,200,200,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-02-05 16:06:43.439,0,200,200,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0003,0.0000,0.0000
2026-02-05 16:06:53.440,0,200,200,0.00,0.0000,-0.0026,0.0000,0.0000,0.0000,0.0000,-0.0003,0.0000,0.0000
2026-02-05 16:07:03.437,0,197,200,0.00,-6.3067,7.2701,0.0000,0.0000,0.0000,0.0000,2.9451,0.0727,0.0000
2026-02-05 16:07:13.437,0,198,200,0.00,-6.8722,7.0110,0.0000,0.0000,0.0000,0.0000,6.1263,1.0885,0.0000
2026-02-05 16:07:23.437,0,200,200,0.00,-7.0372,6.5397,0.0000,0.0000,0.0000,0.0000,9.0269,2.7794,0.0000
2026-02-05 16:07:33.437,0,199,200,0.00,-4.5343,6.9953,0.0000,0.0000,0.0000,0.0000,11.6585,4.9289,0.0000
2026-02-05 16:07:43.438,0,200,200,0.00,-6.9769,6.8905,0.0000,0.0000,0.0000,0.0000,13.4353,7.3065,0.0000
2026-02-05 16:07:53.441,0,200,200,0.00,-7.4429,7.1131,0.0000,0.0000,0.0000,0.0000,13.8113,9.7375,0.0000
2026-02-05 16:08:03.440,0,200,200,0.00,-0.0052,-0.6257,0.0000,0.0000,0.0000,0.0000,13.6922,9.7802,0.0000
2026-02-05 16:08:13.437,0,200,200,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.7020,9.7722,0.0000
2026-02-05 16:08:23.437,0,200,200,0.00,0.0000,0.0104,0.0000,0.0000,0.0000,0.0000,13.7020,9.7722,0.0000
2026-02-05 16:08:33.438,0,200,200,0.00,0.0000,-0.0026,0.0000,0.0000,0.0000,0.0000,13.7020,9.7722,0.0000
2026-02-05 16:08:43.437,0,200,200,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.7020,9.7722,0.0000
2026-02-05 16:08:53.437,0,200,200,0.00,-0.0026,0.0000,0.0000,0.0000,0.0000,0.0000,13.7020,9.7722,0.0000
2026-02-05 16:09:03.439,0,200,200,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.7020,9.7722,0.0000
2026-02-05 16:09:13.437,0,200,200,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.7020,9.7722,0.0000
2026-02-05 16:09:23.437,0,200,200,0.00,-0.0079,0.0000,0.0000,0.0000,0.0000,0.0000,13.7020,9.7722,0.0000
2026-02-05 16:09:33.438,0,200,200,0.00,-0.0026,-0.0026,0.0000,0.0000,0.0000,0.0000,13.7020,9.7722,0.0000
2026-02-05 16:09:43.437,0,200,200,0.00,0.0000,0.0026,0.0000,0.0000,0.0000,0.0000,13.7020,9.7722,0.0000
2026-02-05 16:09:53.437,0,199,200,0.00,-7.7519,8.2597,0.0000,0.0000,0.0000,0.0000,13.3390,10.0631,0.0000
